CUSTOMER_ID	PURCHASE_ID	ORDERDATE
931	6179	2003-08-17
932	9568	2001-10-11
933	8726	1999-05-14
934	6460	2001-05-19
937	9886	2001-02-16
937	8680	2002-05-19
937	6177	2002-07-03
938	9207	2001-10-21
941	7481	1999-09-09
944	9312	2000-07-06
946	9636	2003-12-16
947	8325	2003-10-13
948	8906	2001-12-12
950	8036	2002-08-15
950	9109	2003-12-15
952	7723	2001-09-27
952	6374	2002-12-12
953	6630	2001-01-17
954	7399	2001-06-04
957	7435	2000-12-24
958	7012	2004-01-18
958	9070	2004-09-16
959	8650	2001-10-28
959	7719	2002-08-24
966	7468	2000-11-18
966	9479	2002-05-05
969	10298	2000-04-02
969	7413	2002-05-14
969	9487	2002-09-09
970	6914	2003-02-05
970	6477	2003-07-30
976	7875	1999-12-07
979	8895	1999-07-13
979	8188	2002-07-15
980	7247	2000-01-08
980	9639	2004-10-31
981	9088	2001-12-23
982	8886	1999-05-07
983	6344	2001-05-02
984	18393	2004-05-19
984	10101	2004-05-24
984	8494	2004-08-08
985	6579	1999-11-15
987	8820	2000-01-26
988	9143	2004-04-17
988	18394	2004-08-24
989	10715	2004-09-01
990	6988	2002-01-19
990	7779	2002-09-01
994	10712	2000-07-14
995	6986	2000-10-28
995	9300	2000-11-08
995	6693	2002-08-01
997	10381	2000-12-24
998	6084	2004-04-14
998	18395	2004-06-22
999	9746	2003-08-26
1000	9311	2004-02-08
1003	10195	2001-11-10
1003	7500	2003-04-06
1005	6065	2002-02-23
1005	8310	2003-01-24
1006	10296	2000-07-02
1006	7166	2001-02-20
1006	9528	2001-07-16
1006	6661	2001-08-08
1006	7059	2003-03-06
1009	9717	2004-03-22
1010	10242	2000-11-14
1011	7502	2003-09-20
1012	5800	2001-12-20
1013	9915	2003-02-15
1016	8387	2002-11-15
1017	10655	1999-05-16
1019	7404	2003-09-16
1021	8155	2002-09-11
1022	6075	2003-08-27
1025	8981	1999-10-23
1026	9095	2001-12-12
1027	10206	2000-09-14
1027	8299	2000-10-21
1033	9595	1999-04-18
1033	6856	2002-11-05
1037	7437	1999-12-23
1038	18396	2004-09-06
1039	9992	2002-11-22
1042	7683	1999-01-16
1043	9033	2004-01-05
1044	9959	2000-09-11
1045	8730	2002-03-27
1046	8721	1999-12-27
1046	9722	2002-10-01
1047	7022	1999-03-16
1049	6687	2004-12-05
1050	7663	2000-03-29
1051	7077	2000-03-25
1053	7347	2004-06-06
1055	18397	2004-03-05
1055	6745	2004-05-28
1056	7170	2004-07-16
1057	6702	2003-07-08
1058	8002	1999-12-02
1058	9887	2004-09-22
1060	8528	2001-09-07
1061	7361	1999-08-21
1062	6108	2004-07-28
1062	18398	2004-09-29
1065	5885	2004-11-01
1066	8788	2002-04-26
1066	8110	2002-09-27
1067	9901	2000-12-02
1068	7525	2002-09-21
1068	8470	2003-11-19
1069	8497	1999-02-11
1069	8706	2003-08-21
1073	9793	2003-12-30
1074	18399	2004-07-04
1074	8843	2004-09-12
1079	10112	2000-09-08
1080	5900	1999-04-28
1081	6980	2003-09-28
1082	7921	2004-08-23
1082	18400	2004-11-22
1083	8624	2002-08-23
1084	7636	2002-11-18
1085	7731	2004-06-09
1086	8246	1999-11-22
1087	7759	2001-06-26
1088	10442	1999-11-24
1088	8669	2001-04-14
1089	10226	2000-11-04
1089	5909	2002-04-01
1089	7734	2003-05-02
1090	9563	1999-01-06
1090	6784	2004-06-17
1091	7529	2003-09-16
1091	6695	2004-11-22
1093	8382	2004-05-26
1093	18401	2004-06-01
1093	8549	2004-06-08
1094	10403	1999-04-27
1094	6021	1999-10-08
1094	10628	2002-10-29
1095	10182	1999-09-03
1096	7777	2000-01-26
1097	7752	1999-06-09
1097	6024	2003-08-27
1099	18402	2004-06-15
1100	9320	2000-10-27
1101	6289	2003-12-31
1104	7778	2000-07-21
1105	7507	2000-03-01
1105	10123	2002-08-15
1105	8170	2004-06-27
1106	9326	2001-02-14
1108	7987	2000-01-24
1108	6391	2003-09-12
1111	7438	2001-10-13
1112	6260	2000-03-07
1112	5901	2002-12-27
1114	10677	1999-07-10
1115	8817	1999-07-31
1121	9507	1999-02-02
1123	5935	2003-11-03
1125	7880	2000-01-30
1125	9106	2003-09-11
1127	7560	2003-03-09
1128	8935	1999-04-21
1130	7644	2002-10-19
1131	6622	2001-07-14
1133	6568	2001-03-04
1135	8143	2002-04-01
1136	9580	2004-05-26
1136	18403	2004-10-08
1136	6248	2004-10-23
1137	7668	2002-04-24
1139	6478	2001-01-30
1141	9043	2002-09-15
1141	8821	2004-04-17
1142	8257	2003-07-15
1143	8763	1999-11-22
1143	7055	2001-08-17
1144	8889	2000-04-02
1145	7579	1999-05-19
1146	9850	2001-01-21
1147	7984	2000-09-08
1147	6631	2002-05-16
1148	9566	2002-01-14
1149	6970	2003-12-10
1150	8808	2000-08-14
1152	6172	2003-05-26
1155	5930	2004-01-07
1156	7878	2000-06-20
1158	9159	2000-01-28
1158	10619	2002-04-21
1162	8057	2001-02-15
1162	7375	2002-01-22
1163	6643	2001-06-07
1165	8754	2002-04-10
1166	7688	2001-02-14
1168	5937	2001-11-02
1169	10709	2003-05-09
1170	10599	1999-10-17
1170	7914	1999-10-17
1171	8402	2004-08-18
1174	6760	2001-10-06
1175	5760	1999-06-19
1175	8279	2001-10-06
1177	5972	2000-07-05
1178	9758	2004-01-21
1179	7649	2004-03-27
1179	8946	2004-06-07
1179	18404	2004-09-25
1179	8974	2004-10-19
1179	10008	2004-11-29
1180	8793	2003-05-12
1185	6788	2000-07-08
1185	7056	2003-08-09
1186	7147	2000-09-02
1187	7085	2001-05-18
1189	8718	1999-04-02
1190	10202	2001-03-11
1191	7273	1999-08-29
1192	8341	2004-04-18
1192	6794	2004-05-09
1192	18405	2004-05-14
1193	18406	2004-11-30
1195	9853	2004-10-03
1196	9485	2000-11-25
1197	7967	1999-08-11
1197	8311	1999-11-06
1197	5960	2002-08-17
1199	7915	2001-06-30
1201	9907	2002-10-15
1202	6111	1999-03-06
1202	8086	2002-04-14
1203	6718	2004-10-09
1204	9321	1999-08-01
1204	7046	2002-02-25
1204	10133	2004-12-24
1205	7252	2001-02-02
1205	7223	2003-04-18
1207	9496	1999-08-11
1210	6898	1999-05-02
1216	7780	2000-09-15
1216	7857	2002-01-11
1219	9497	1999-08-27
1219	6793	2001-02-12
1220	6491	2002-07-13
1221	10675	1999-05-18
1221	9080	2001-06-01
1222	10200	2004-02-09
1225	8320	2002-12-14
1227	6740	1999-08-11
1227	10178	2001-11-23
1227	9942	2002-10-20
1228	6274	2003-10-25
1230	9619	2001-05-22
1231	7602	1999-11-30
1231	10614	2001-10-25
1231	5767	2003-05-23
1232	10577	2000-02-07
1232	9402	2001-09-28
1233	7988	1999-04-02
1233	7799	1999-07-10
1233	5999	2000-03-27
1234	5839	2001-05-14
1238	10572	2001-09-22
1238	8603	2001-12-15
1239	10509	1999-07-06
1239	7042	2000-07-18
1239	5781	2004-03-03
1242	6159	2004-03-16
1244	9877	2002-08-30
1246	10719	2000-10-11
1246	9299	2000-11-06
1247	18407	2004-07-01
1249	8278	2003-02-04
1253	7483	1999-11-26
1253	9989	2004-06-01
1253	10246	2004-06-08
1254	7398	2000-01-28
1255	10666	2004-10-26
1256	7225	1999-07-23
1256	7816	2001-01-27
1256	6281	2001-02-19
1259	7284	1999-05-06
1259	7379	2001-03-07
1260	9680	2003-09-16
1261	6419	2002-01-27
1267	7818	2000-02-10
1267	6473	2003-04-16
1270	10466	2001-03-27
1271	9473	2000-02-16
1275	7950	2001-01-14
1277	10284	2000-10-07
1277	7206	2001-06-16
1278	6295	2001-04-24
1279	8853	1999-01-28
1279	8038	2003-12-18
1280	8004	2001-04-21
1282	8608	2002-02-21
1282	10033	2004-04-23
1286	7310	2000-08-01
1287	6858	2001-10-04
1288	9380	1999-10-08
1288	9362	2001-11-07
1288	10507	2002-08-19
1290	8994	1999-03-13
1292	7677	2003-05-18
1293	9019	2004-04-26
1293	8101	2004-06-26
1296	9659	2000-05-28
1296	9144	2002-10-08
1296	6310	2002-10-26
1299	6915	2004-06-09
1299	18408	2004-10-16
1305	6860	2000-02-25
1305	6726	2001-09-06
1306	8122	2001-09-08
1306	10048	2002-11-29
1306	7524	2003-02-25
1307	7197	1999-02-23
1313	10199	2004-05-19
1314	8986	2001-03-09
1314	6290	2003-06-09
1318	8760	2001-05-22
1319	10379	2000-02-17
1321	5873	1999-09-22
1326	7336	2002-01-09
1326	9309	2004-08-01
1327	6682	1999-12-12
1328	8284	2004-07-04
1329	7997	2001-12-18
1329	10519	2002-06-02
1330	10001	2001-10-01
1332	9991	2003-12-08
1334	7831	2003-09-30
1338	10473	2002-02-03
1340	6393	1999-12-19
1341	10212	1999-11-10
1343	6502	2002-08-19
1345	7908	2002-04-18
1345	7517	2003-01-16
1349	10104	2002-08-31
1349	8586	2003-12-31
1350	6566	2002-12-23
1351	6725	2000-08-06
1351	8097	2000-12-20
1351	9183	2004-12-26
1352	9912	2001-09-14
1352	6383	2002-09-20
1352	7803	2002-11-20
1353	6267	2003-07-21
1358	9233	2004-04-15
1359	10169	2000-11-29
1362	9443	2001-07-02
1362	9447	2003-02-05
1365	8568	1999-10-20
1367	6598	2002-02-08
1368	5965	2000-09-22
1369	8374	1999-03-24
1371	8811	2001-08-17
1372	7690	2000-03-02
1372	6330	2001-05-20
1372	7962	2001-11-01
1377	9824	1999-10-09
1379	7513	1999-06-15
1379	8390	2001-03-22
1379	8536	2002-06-03
1381	10194	2004-06-10
1382	6839	2003-06-11
1382	6201	2003-11-10
1385	6359	2001-03-13
1386	8512	2003-08-04
1387	7330	2003-11-16
1389	7482	1999-09-19
1389	7748	2003-09-30
1390	5808	1999-04-15
1391	8285	2000-05-10
1391	8733	2001-11-04
1391	8043	2002-06-15
1392	7333	1999-05-22
1392	8872	1999-12-15
1394	9403	1999-03-08
1394	8114	2000-05-24
1397	6471	2000-08-17
1398	7993	2002-04-14
1398	7611	2004-01-08
1399	6777	2000-12-03
1402	8153	2001-04-09
1402	8121	2002-04-19
1403	6530	2000-10-26
1404	8941	2001-09-03
1405	7201	2000-12-18
1405	6221	2002-01-23
1406	5815	2003-04-13
1410	18409	2004-03-07
1410	6935	2004-10-31
1412	8442	2003-01-05
1413	8929	1999-02-28
1414	8337	2001-12-08
1415	8377	2003-04-30
1416	10693	2000-02-23
1416	8061	2002-04-25
1416	6132	2003-10-27
1416	8963	2003-12-27
1417	6196	2003-10-12
1418	7485	2001-06-18
1423	10385	1999-01-29
1423	7465	2003-03-17
1426	6053	2001-09-03
1429	6104	2001-09-18
1429	7313	2002-08-03
1431	10605	2000-04-15
1431	6390	2001-11-25
1431	8427	2002-04-11
1433	7910	1999-04-27
1434	6803	2001-04-22
1436	8411	1999-08-22
1436	8989	2000-10-15
1437	7847	2004-05-07
1438	10369	2003-05-05
1439	7296	2003-12-22
1440	8898	1999-04-17
1441	10711	2001-04-19
1442	8703	1999-05-20
1442	6461	1999-12-25
1444	10644	2001-05-14
1446	6994	2001-09-14
1448	5857	2002-08-20
1448	6237	2003-06-04
1449	18410	2004-03-05
1449	6119	2004-08-01
1451	8422	1999-09-30
1454	7177	2004-09-18
1455	9914	2004-10-11
1456	6676	2004-09-01
1456	18411	2004-09-17
1457	6509	2002-10-29
1458	7464	1999-12-30
1458	6602	2004-04-01
1459	9936	1999-02-28
1459	7086	1999-03-03
1459	10260	1999-06-18
1459	6503	2000-08-02
1460	7696	2000-11-09
1460	10375	2002-01-11
1462	6870	1999-05-12
1463	18412	2004-03-01
1469	7011	2001-09-13
1469	8056	2003-05-08
1470	5944	2001-11-12
1470	8757	2004-10-16
1471	6901	2001-12-24
1472	9101	2004-05-10
1472	18413	2004-09-30
1472	9241	2004-10-22
1472	5820	2004-11-05
1473	6387	2002-04-29
1474	18414	2004-05-18
1479	8665	2003-07-28
1480	10349	2000-01-30
1486	9069	2003-03-18
1489	8611	1999-12-02
1491	9777	2001-01-11
1496	9090	1999-01-27
1496	7951	2000-06-01
1497	8926	2000-11-28
1497	9861	2004-07-19
1498	7190	1999-06-11
1498	6280	2004-05-03
1499	7474	2003-08-07
1501	10667	2004-03-25
1501	18415	2004-08-08
1501	6362	2004-09-26
1502	5917	1999-03-19
1503	9483	2000-07-11
1505	9363	2001-04-03
1506	9891	1999-07-01
1506	10197	2004-05-30
1507	9383	1999-09-28
1507	6936	2000-02-14
1507	7710	2002-07-20
1508	8933	2000-06-03
1508	9110	2001-10-03
1508	8131	2001-12-28
1509	5971	1999-10-03
1511	8798	2003-04-10
1513	5934	2001-04-24
1516	6588	1999-08-11
1517	18416	2004-05-05
1517	7189	2004-11-03
1518	7277	1999-03-26
1518	7304	2003-08-07
1520	10590	2001-04-05
1521	10075	2000-03-24
1523	7216	2002-01-12
1525	9751	2001-04-04
1526	8368	1999-11-24
1527	10399	2001-06-24
1528	6511	1999-09-05
1529	8301	2001-02-13
1529	7972	2001-05-08
1530	7909	2001-07-27
1531	8483	2001-04-07
1531	7957	2001-08-27
1532	6658	2001-08-10
1534	8211	1999-10-19
1536	9004	1999-12-16
1537	8477	1999-10-24
1537	7978	2000-01-04
1537	6299	2003-11-26
1537	6864	2004-07-08
1537	6610	2004-07-09
1540	7886	2000-04-29
1540	5880	2000-06-11
1540	9624	2003-01-12
1542	10464	1999-04-10
1543	9924	1999-06-18
1543	8660	2001-06-13
1543	10397	2002-09-18
1544	9262	2000-08-17
1555	6841	2004-03-13
1563	8679	2004-03-18
1564	7682	1999-09-19
1564	6048	2003-08-09
1565	8261	2001-05-12
1566	9258	2001-04-06
1566	7788	2004-12-01
1568	10695	2000-03-17
1568	8254	2000-05-13
1568	9501	2001-03-07
1569	6495	1999-11-25
1570	6597	1999-09-23
1571	8956	2001-11-22
1576	5916	2003-07-21
1576	9562	2004-01-25
1577	10010	1999-09-05
1577	9370	2000-08-18
1577	10095	2000-12-06
1577	8115	2001-08-01
1577	6823	2003-05-01
1579	8562	2000-06-13
1579	8566	2001-05-07
1579	5853	2001-07-16
1580	9195	2002-11-14
1581	5807	1999-07-12
1581	5973	2000-08-22
1582	5761	2002-09-17
1585	6178	1999-10-24
1585	9057	1999-12-01
1585	7672	2004-05-18
1588	8369	1999-10-23
1588	7858	2000-12-01
1589	8937	2002-10-11
1591	9108	2003-04-16
1592	8996	2000-12-31
1593	7121	2002-12-13
1594	9771	1999-05-22
1598	7516	2000-11-19
1599	6266	1999-12-02
1599	8948	2003-06-23
1601	6871	2003-03-05
1604	7925	2003-07-13
1606	6036	2002-11-15
1607	6990	1999-07-17
1608	7676	2004-09-19
1611	6706	2000-09-20
1612	6862	2001-09-28
1614	7007	2000-09-28
1616	9182	2000-08-18
1616	7488	2001-01-26
1616	9663	2001-03-13
1616	6381	2001-04-06
1616	6722	2004-02-08
1617	9319	2000-12-11
1617	6123	2002-02-09
1618	6868	1999-07-20
1618	10579	2000-11-26
1618	7073	2003-11-14
1620	10447	2000-12-18
1621	8304	2001-08-29
1622	6017	2002-05-24
1623	7813	2002-12-04
1626	7772	2000-12-12
1626	7301	2002-01-28
1627	8729	1999-06-19
1627	6689	2002-04-20
1628	8518	2004-09-08
1629	9104	2000-09-19
1632	10456	1999-04-04
1632	8066	1999-08-04
1632	8444	2000-04-01
1635	9376	1999-10-22
1636	9139	1999-01-10
1636	7157	2002-10-29
1638	5981	2004-04-01
1638	7693	2004-10-06
1639	9743	2000-04-20
1640	10286	2004-05-18
1640	18417	2004-06-28
1641	9315	2000-11-20
1641	9748	2001-08-27
1641	6377	2002-11-05
1642	8183	1999-08-26
1642	7884	2001-10-05
1643	9035	2001-03-30
1644	18418	2004-09-12
1644	6527	2004-11-12
1646	6160	1999-11-20
1647	7616	2001-10-26
1649	7959	2000-12-02
1649	6572	2003-08-08
1649	7119	2004-10-27
1651	18419	2004-08-09
1652	6600	2002-03-10
1652	6845	2002-03-13
1653	10233	2002-03-02
1655	5844	2004-04-24
1655	7008	2004-06-06
1656	6136	2001-03-01
1657	5890	2003-12-05
1658	6501	2004-03-11
1659	10389	2001-01-22
1659	7442	2001-06-25
1662	10615	2000-04-02
1665	6946	2003-12-13
1666	6363	2001-03-03
1668	10506	2004-02-11
1669	8678	2000-02-25
1669	6298	2002-05-09
1670	5824	2000-01-11
1671	8813	2000-08-12
1672	7288	2001-07-29
1672	7241	2002-07-03
1673	10604	2002-01-09
1673	10291	2004-03-28
1674	10578	2001-01-05
1675	5907	2003-02-08
1675	9723	2004-04-29
1677	8251	1999-06-08
1679	9038	2000-08-19
1680	8615	2001-07-03
1681	6611	1999-06-25
1682	6978	2002-05-01
1682	9169	2003-11-30
1683	8506	1999-01-02
1683	10322	2001-05-28
1684	9660	1999-07-31
1684	9246	2000-08-29
1684	9544	2004-01-02
1686	5797	2000-11-08
1687	9817	1999-03-11
1690	9681	2001-02-27
1690	7567	2002-01-21
1693	7836	2000-09-26
1695	9469	2003-02-04
1696	18420	2004-04-02
1702	7265	1999-10-18
1702	8537	2001-01-29
1704	6441	1999-12-11
1706	18421	2004-08-02
1707	8419	2001-03-18
1707	8067	2001-08-20
1709	9468	2001-07-16
1713	6183	2000-02-15
1713	7801	2003-12-09
1714	7769	1999-08-07
1715	7981	2001-07-28
1716	6001	1999-06-19
1719	6056	2002-08-15
1720	6917	2001-12-05
1720	9200	2003-08-29
1721	10135	1999-08-07
1721	9148	2000-10-21
1721	10401	2003-10-06
1722	8848	2002-04-28
1723	10365	1999-11-11
1724	9707	1999-02-04
1724	10351	2003-01-18
1725	10146	2003-01-13
1727	10406	1999-08-29
1727	7344	2003-11-08
1733	7036	2000-08-04
1733	7473	2001-01-27
1733	7311	2001-12-22
1735	6510	2001-09-01
1736	6795	2001-02-10
1739	9018	2000-07-29
1742	10489	1999-11-28
1742	9785	2000-03-10
1742	10682	2000-03-15
1743	9210	2003-04-24
1745	10043	2004-09-13
1749	8795	1999-08-21
1750	8496	2000-03-22
1751	7983	2000-03-06
1753	5923	2001-03-25
1753	8561	2004-05-24
1754	7104	2001-06-22
1755	8395	2004-01-27
1755	10529	2004-09-04
1756	8905	2003-07-11
1756	7061	2004-04-22
1757	8077	2004-04-25
1757	18422	2004-10-25
1758	9714	2003-07-26
1760	9656	2002-02-01
1760	5968	2004-08-10
1761	6720	2000-12-23
1761	7819	2003-03-10
1762	9646	2001-05-12
1764	10117	2001-02-12
1765	7758	2004-05-22
1766	6714	2001-03-01
1767	7594	2000-05-26
1768	7553	2000-07-12
1769	8032	1999-10-29
1769	9859	2001-04-01
1769	9683	2001-05-07
1769	7674	2003-06-22
1770	9834	2000-12-14
1771	7114	1999-04-07
1772	7181	2002-07-04
1772	9224	2003-12-30
1772	7963	2004-07-01
1774	10292	1999-02-19
1775	7350	1999-12-28
1778	10634	1999-06-25
1778	6407	2000-05-10
1783	18423	2004-10-03
1784	9481	2002-01-07
1785	6696	1999-07-20
1788	8034	2004-01-04
1788	10706	2004-10-01
1789	5866	2000-10-17
1790	9736	2001-03-04
1791	6002	2003-07-16
1794	6088	2003-11-28
1794	6838	2004-04-24
1795	10187	2001-03-19
1798	9216	2001-04-16
1803	9871	2001-05-11
1805	9191	2003-08-01
1809	10022	2004-02-13
1810	7486	2000-10-11
1810	8448	2001-05-11
1812	7848	1999-02-02
1812	9335	2001-12-16
1814	10469	2001-06-30
1814	7614	2003-07-07
1815	9023	2000-12-27
1816	6887	2000-11-09
1817	6979	2001-06-20
1820	10653	1999-04-01
1821	8329	2000-04-06
1821	8847	2004-02-10
1822	6335	2001-04-29
1823	10299	2000-04-23
1823	8567	2002-09-22
1823	9874	2003-05-03
1823	9354	2003-09-30
1824	10358	2003-02-10
1825	7331	1999-08-24
1825	6918	2003-11-04
1826	8060	2002-04-12
1827	9668	2004-08-05
1827	18424	2004-11-24
1827	6370	2004-11-24
1828	8590	1999-12-01
1829	18425	2004-11-24
1830	9756	2002-03-26
1831	10163	2001-07-20
1832	6459	2002-05-23
1833	9008	2002-11-13
1834	8360	2001-03-14
1836	8272	2000-05-05
1838	8870	2000-12-04
1839	6708	2003-06-24
1840	7798	1999-11-13
1840	7929	2003-07-12
1841	8925	2002-10-30
1844	5775	1999-11-14
1844	7043	2003-02-25
1846	8934	1999-07-09
1847	7021	1999-10-04
1848	8222	1999-09-18
1848	9041	2003-02-18
1850	10561	2001-04-22
1851	6638	2004-06-11
1851	18426	2004-11-16
1852	18427	2004-06-18
1854	8887	2002-11-14
1856	6812	2001-06-14
1858	6606	2000-11-01
1859	9197	2000-01-24
1862	6150	2001-10-15
1862	9136	2002-08-02
1862	10209	2003-07-10
1864	8557	2001-02-26
1867	7213	1999-02-07
1867	6709	2001-01-29
1868	7058	2002-05-27
1868	6067	2004-04-01
1872	7131	1999-06-10
1872	9811	2002-10-08
1873	7895	1999-11-24
1873	9609	2003-09-20
1874	6934	1999-07-21
1874	6493	2001-01-10
1875	6818	2001-12-22
1875	8221	2003-07-14
1875	6095	2003-11-05
1876	18428	2004-04-24
1878	18429	2004-03-02
1878	10380	2004-11-01
1878	8148	2004-11-10
1881	10264	2001-03-11
1882	8852	1999-05-06
1882	7562	1999-10-24
1883	7317	2000-05-22
1883	6070	2000-10-22
1884	9946	1999-01-10
1884	5863	2001-09-27
1887	5729	1999-07-03
1887	9531	2001-08-24
1890	7309	2002-10-12
1891	7990	2001-01-07
1892	7222	1999-08-04
1893	6230	2002-08-03
1893	7932	2003-09-21
1894	9166	2002-07-10
1896	7982	2000-12-15
1897	9399	2000-08-18
1897	6422	2001-03-25
1900	18430	2004-11-04
1901	8751	2003-03-09
1902	9253	2000-09-13
1903	5809	2001-09-18
1906	9794	1999-11-01
1907	18431	2004-06-21
1907	7686	2004-07-13
1911	8623	2001-09-12
1911	8080	2003-12-31
1911	8137	2004-11-27
1912	8031	1999-11-06
1913	5991	2001-06-02
1914	6636	2003-02-19
1915	8328	2003-05-09
1916	6804	2002-12-07
1917	10558	2002-03-09
1917	7622	2003-04-26
1918	6647	2004-10-16
1922	9055	2001-09-19
1922	6380	2002-11-27
1923	8701	2004-06-10
1923	8954	2004-07-04
1925	9196	2001-12-13
1925	7456	2004-11-10
1928	10498	2002-06-22
1928	6140	2002-08-24
1933	8783	1999-04-02
1933	6801	2001-10-01
1934	8588	1999-05-17
1934	9423	2001-09-02
1936	9801	2004-01-28
1937	9650	2002-01-12
1938	6378	1999-12-19
1940	9257	1999-12-14
1940	9393	2000-10-01
1941	7827	2001-04-18
1941	8233	2001-11-30
1941	7930	2002-11-13
1942	9097	2004-05-11
1943	6550	2000-08-10
1943	6967	2002-11-13
1944	6972	2000-07-18
1944	7467	2001-04-22
1944	10573	2001-06-17
1946	6447	2002-04-28
1947	7931	2001-10-02
1949	10521	2000-01-05
1950	10220	2001-12-16
1956	6764	2000-12-25
1956	9107	2002-04-08
1956	10528	2002-05-18
1957	7133	2003-10-05
1961	8914	2000-06-16
1963	6842	2003-12-12
1965	10357	2004-10-05
